Type,Branch,Amount,Old Balance Origin,New Balance Origin,Old Balance Destination,New Balance Destination,Receiver,Unusual Logins,Account Age,Account Type,Time of Day,isFraud
PAYMENT,Alemania,5798.35,52103.0,46304.65,1121680.0,1127478.35,Merchant,16,0.707169756,Current,Morning,0
PAYMENT,Indonesia,5922.53,21103.0,15180.47,1365577.0,1371499.53,Merchant,12,1.839535067,Savings,Morning,0
PAYMENT,Nicaragua,3036.06,20867.0,17830.94,720651.0,723687.06,Merchant,4,6.367647291,Savings,Afternoon,0
PAYMENT,Estados Unidos,19521.96,2025120.86,2005598.9,296180.0,315701.96,Merchant,4,1.030320646,Savings,Morning,0
CASH_IN,Francia,209159.54,7649709.82,7858869.36,0.0,0.0,Self,18,1.890931634,Savings,Night,0
PAYMENT,Guatemala,66345.42,1154141.0,1087795.58,420035.0,486380.42,Merchant,7,8.97563999,Current,Morning,0
PAYMENT,Italia,2879.51,0.0,0.0,0.0,0.0,Merchant,7,6.950235373,Current,Afternoon,1
PAYMENT,Alemania,9299.31,18085.0,8785.69,326813.0,336112.31,Merchant,8,5.788789106,Current,Afternoon,0
PAYMENT,Estados Unidos,6159.35,92732.0,86572.65,733515.0,739674.35,Merchant,17,4.832792884,Savings,Afternoon,0
CREDIT,Cuba,2290.11,54507.3,56797.41,157289.57,154999.46,Customer,17,4.787318991,Current,Afternoon,0
PAYMENT,Nicaragua,4655.03,165086.0,160430.97,1608566.0,1613221.03,Merchant,12,8.551386513,Savings,Morning,0
PAYMENT,India,649.2,3809.0,3159.8,1560600.0,1561249.2,Merchant,17,2.342734493,Current,Morning,0
PAYMENT,Nueva Zelanda,6517.62,326285.0,319767.38,1266440.0,1272957.62,Merchant,20,8.296881371,Savings,Morning,0
PAYMENT,Francia,6360.79,23627.0,17266.21,1375267.0,1381627.79,Merchant,10,0.352125457,Savings,Afternoon,0
CASH_IN,Estados Unidos,248307.1,1087328.38,1335635.48,0.0,0.0,Self,19,1.037553948,Savings,Afternoon,0
PAYMENT,Australia,3500.0,103588.0,100088.0,1596678.0,1600178.0,Merchant,5,3.940440657,Savings,Morning,0
TRANSFER,Estados Unidos,2222097.28,0.0,0.0,8298716.77,10900000.0,Customer,19,3.904600625,Savings,Morning,1
CASH_IN,Indonesia,155608.53,4225977.8,4381586.33,0.0,0.0,Self,19,3.136759464,Savings,Afternoon,0
PAYMENT,Ucrania,3060.2,11944.0,8883.8,658491.0,661551.2,Merchant,9,4.517172302,Savings,Morning,0
CASH_IN,Filipinas,88447.92,1241878.36,1330326.28,0.0,0.0,Self,8,2.253055598,Savings,Afternoon,0
PAYMENT,Indonesia,4601.56,49671.0,45069.44,1846239.0,1850840.56,Merchant,17,7.306606904,Savings,Night,0
CASH_OUT,Tailandia,87963.9,1294769.0,1206805.1,0.0,0.0,Self,18,0.042362291,Savings,Night,0
PAYMENT,El Salvador,5563.16,31031.0,25467.84,1925661.0,1931224.16,Merchant,8,5.164861162,Current,Morning,0
CASH_IN,Brasil,377287.8,5110945.41,5488233.21,0.0,0.0,Self,15,1.857746944,Savings,Morning,0
CASH_IN,Francia,72311.62,3973502.51,4045814.13,0.0,0.0,Self,12,1.696168252,Savings,Night,0
PAYMENT,Cuba,11236.53,78342.0,67105.47,794691.0,805927.53,Merchant,17,4.779278232,Savings,Afternoon,0
CREDIT,Reino Unido,6522.37,10315.0,16837.37,40298.34,33775.97,Customer,12,6.57411099,Savings,Night,0
CREDIT,Cuba,1019.87,27035.0,28054.87,26990.0,25970.13,Customer,14,1.56190778,Savings,Afternoon,0
PAYMENT,Republica Dominicana,1722.22,11377.0,9654.78,132333.0,134055.22,Merchant,7,0.071093386,Current,Night,0
PAYMENT,Francia,1028.41,82573.0,81544.59,931510.0,932538.41,Merchant,18,3.825711306,Savings,Afternoon,0
PAYMENT,Haiti,10819.89,14639.0,3819.11,1372528.0,1383347.89,Merchant,2,7.916906253,Savings,Night,0
PAYMENT,Republica Dominicana,17331.19,1108927.0,1091595.81,677790.0,695121.19,Merchant,13,1.993813732,Current,Morning,0
CASH_IN,Estados Unidos,245192.0,7304044.0,7549236.0,0.0,0.0,Self,12,6.157559139,Current,Morning,0
PAYMENT,Ucrania,3865.44,26099.09,22233.65,917005.0,920870.44,Merchant,2,2.751606485,Savings,Morning,0
PAYMENT,Brasil,6460.86,31009.0,24548.14,1646516.0,1652976.86,Merchant,1,3.770717673,Savings,Night,0
CASH_IN,Estados Unidos,55863.88,6086419.37,6142283.25,0.0,0.0,Self,3,0.051090214,Savings,Night,0
TRANSFER,China,200612.49,759732.0,559119.51,696538.35,897150.84,Customer,4,5.542198259,Current,Morning,0
PAYMENT,Australia,34027.34,1631375.0,1597347.66,1296230.0,1330257.34,Merchant,7,0.836550078,Savings,Morning,0
PAYMENT,Brasil,13451.6,801016.0,787564.4,1371952.0,1385403.6,Merchant,17,5.67485548,Current,Night,0
PAYMENT,Mexico,38.88,10971.0,10932.12,1182463.0,1182501.88,Merchant,17,8.93450842,Savings,Afternoon,0
PAYMENT,Indonesia,374.85,17841.0,17466.15,741715.0,742089.85,Merchant,11,5.817891319,Savings,Morning,0
PAYMENT,El Salvador,7343.53,15699.0,8355.47,1039017.0,1046360.53,Merchant,19,6.327457555,Savings,Morning,0
CASH_IN,Estados Unidos,193934.43,2607483.45,2801417.88,0.0,0.0,Self,16,5.371064267,Current,Night,0
CASH_IN,India,53560.68,5685333.94,5738894.62,0.0,0.0,Self,12,3.50030267,Savings,Afternoon,0
PAYMENT,Francia,2153.63,21879.07,19725.44,152337.0,154490.63,Merchant,7,1.307738669,Current,Morning,0
PAYMENT,Bulgaria,3673.1,30507.0,26833.9,1114898.0,1118571.1,Merchant,2,8.623402312,Savings,Night,0
PAYMENT,Estados Unidos,686.96,212499.87,211812.91,782504.0,783190.96,Merchant,18,6.111510273,Savings,Afternoon,0
PAYMENT,Irlanda,12770.33,21458.0,8687.67,1768159.0,1780929.33,Merchant,3,6.31250045,Current,Night,0
CASH_OUT,Australia,312471.16,819985.0,507513.84,0.0,0.0,Self,11,7.008198208,Savings,Afternoon,0
PAYMENT,Cuba,6104.22,134879.0,128774.78,1863043.0,1869147.22,Merchant,5,1.772016067,Savings,Morning,0
TRANSFER,Honduras,507138.3,0.0,0.0,5579568.65,5792135.89,Customer,10,7.058175327,Savings,Night,1
CASH_OUT,Alemania,98247.27,107181.0,8933.73,0.0,0.0,Self,3,1.27579165,Savings,Morning,0
PAYMENT,Estados Unidos,15314.84,30993.0,15688.16,0.0,0.0,Merchant,19,3.61652437,Savings,Afternoon,1
PAYMENT,Australia,209.18,245730.0,245520.82,1168099.0,1168308.18,Merchant,9,4.076697869,Current,Afternoon,0
PAYMENT,Italia,46.88,25500.0,25453.12,773701.0,773747.88,Merchant,13,0.015599533,Current,Night,0
PAYMENT,Benin,1824.59,25138.0,23313.41,1539873.0,1541697.59,Merchant,18,8.201330326,Current,Morning,0
PAYMENT,El Salvador,10563.42,196907.98,186344.56,750045.0,760608.42,Merchant,14,0.126582608,Current,Morning,0
CASH_IN,Alemania,123681.62,7881430.66,8005112.28,0.0,0.0,Self,7,3.494617118,Savings,Morning,0
PAYMENT,Mexico,5379.76,11210.0,5830.24,1929881.0,1935260.76,Merchant,14,5.872254955,Savings,Night,0
PAYMENT,Francia,7462.87,20318.0,12855.13,1199869.0,1207331.87,Merchant,12,7.822681834,Savings,Morning,0
CASH_IN,Vietnam,297037.63,3173170.89,3470208.52,0.0,0.0,Self,14,2.659402576,Savings,Afternoon,0
CREDIT,China,3923.46,159800.0,163723.46,11757.21,7833.75,Customer,7,6.802939394,Savings,Night,0
PAYMENT,Estados Unidos,5067.26,297756.54,292689.28,863288.0,868355.26,Merchant,10,8.209060733,Savings,Morning,0
CASH_IN,Tailandia,147388.67,6597600.85,6744989.52,0.0,0.0,Self,12,2.592664078,Savings,Night,0
CASH_OUT,Australia,24461.49,1943258.0,1918796.51,0.0,0.0,Self,14,5.506822433,Current,Afternoon,0
PAYMENT,Alemania,1592.5,25727.05,24134.55,1809668.0,1811260.5,Merchant,15,0.439912151,Savings,Night,0
CREDIT,Honduras,149.11,32082.0,32231.11,135549.64,135400.53,Customer,15,4.425801135,Savings,Morning,0
PAYMENT,Argentina,15171.77,17833.0,2661.23,1105420.0,1120591.77,Merchant,1,6.988443517,Current,Morning,0
PAYMENT,Irak,2673.52,51875.0,49201.48,427828.0,430501.52,Merchant,15,7.259411643,Current,Morning,0
CASH_IN,Estados Unidos,187863.78,12300000.0,12487863.78,0.0,0.0,Self,4,2.001346959,Savings,Afternoon,0
PAYMENT,Australia,18658.63,0.0,0.0,0.0,0.0,Merchant,14,3.682677077,Current,Night,1
CASH_IN,Republica Checa,336237.38,3092929.75,3429167.13,0.0,0.0,Self,19,1.301218683,Current,Night,0
PAYMENT,Nueva Zelanda,17390.17,17779.0,388.83,977072.0,994462.17,Merchant,16,6.605708244,Savings,Afternoon,0
TRANSFER,Corea del Sur,102506.97,14434.0,0.0,14472.0,116988.97,Customer,15,6.404971909,Savings,Night,1
CASH_OUT,Estados Unidos,136564.27,935252.7,798688.43,0.0,0.0,Self,20,2.95071427,Savings,Afternoon,0
CASH_OUT,Estados Unidos,7547.06,87852.51,80305.45,0.0,0.0,Self,4,0.446832908,Current,Night,0
PAYMENT,Republica Dominicana,2578.03,169784.0,167205.97,1817031.0,1819609.03,Merchant,18,7.260306019,Savings,Afternoon,0
CASH_IN,Estados Unidos,37590.03,2702214.59,2739804.62,0.0,0.0,Self,1,7.261336071,Savings,Afternoon,0
CREDIT,Cuba,351.23,21018.0,21369.23,95508.95,95157.72,Customer,2,4.55594164,Savings,Morning,0
PAYMENT,Colombia,3887.24,31439.0,27551.76,104648.0,108535.24,Merchant,8,2.608023004,Current,Afternoon,0
CASH_IN,Turquia,201289.94,255850.51,457140.45,0.0,0.0,Self,11,6.00844556,Savings,Morning,0
PAYMENT,Estados Unidos,13256.84,138608.86,125352.02,607494.0,620750.84,Merchant,19,5.906038344,Savings,Night,0
TRANSFER,Rusia,514750.17,517104.95,2354.78,2016.0,516766.17,Customer,12,8.728874596,Savings,Night,0
CASH_IN,Republica Democratica del Congo,79074.37,9339698.28,9418772.65,0.0,0.0,Self,18,2.689577859,Current,Afternoon,0
PAYMENT,Estados Unidos,4843.76,0.0,0.0,0.0,0.0,Merchant,11,6.25039682,Savings,Afternoon,1
TRANSFER,Indonesia,112752.15,559704.0,446951.85,223006.0,335758.15,Customer,10,1.506991107,Savings,Night,0
CASH_IN,Mexico,375306.09,7929778.44,8305084.53,0.0,0.0,Self,10,4.149475409,Savings,Morning,0
PAYMENT,Espana,5972.77,11553.0,5580.23,814786.0,820758.77,Merchant,5,8.383442566,Savings,Morning,0
PAYMENT,Australia,6771.54,1722233.0,1715461.46,1137884.0,1144655.54,Merchant,12,0.326727105,Savings,Morning,0
PAYMENT,India,3293.28,19960.0,16666.72,1059182.0,1062475.28,Merchant,10,6.921411439,Savings,Morning,0
PAYMENT,Rumania,15785.85,19653.0,3867.15,179223.0,195008.85,Merchant,9,6.811419521,Current,Morning,0
PAYMENT,Italia,2214.56,7177.22,4962.67,0.0,0.0,Merchant,9,3.362730516,Savings,Night,1
PAYMENT,Senegal,10928.31,277195.67,266267.36,926440.0,937368.31,Merchant,19,3.764736769,Current,Night,0
PAYMENT,Australia,4108.8,12083.0,7974.2,1979597.0,1983705.8,Merchant,2,7.7186688,Current,Night,0
CREDIT,Croacia,3180.02,144141.0,147321.02,98247.27,95067.25,Customer,18,6.147004144,Savings,Night,0
TRANSFER,China,97661.94,1626157.0,1528495.06,40662.0,138323.94,Customer,5,8.70868647,Savings,Morning,0
PAYMENT,Filipinas,5899.63,1143809.42,1137909.79,1470138.0,1476037.63,Merchant,19,2.150762022,Current,Afternoon,0
PAYMENT,Espana,808.24,20540.0,19731.76,1181142.0,1181950.24,Merchant,7,2.777313725,Savings,Night,0
TRANSFER,Rusia,297448.33,1602530.0,1305081.67,8563397.83,8860846.16,Customer,10,3.131337855,Savings,Night,0
PAYMENT,Turquia,125.6,146583.0,146467.4,0.0,0.0,Merchant,10,4.659375643,Savings,Night,1
PAYMENT,Estados Unidos,7324.56,8498.0,1173.44,1569562.0,1576886.56,Merchant,3,4.716860239,Savings,Night,0
PAYMENT,Francia,2515.46,9967.0,7451.54,667683.0,670198.46,Merchant,12,3.407318711,Savings,Afternoon,0
PAYMENT,Australia,6002.42,266279.12,260276.7,1147721.0,1153723.42,Merchant,15,3.422528142,Savings,Night,0
TRANSFER,Australia,1595612.93,1906675.0,311062.07,2050861.47,3646474.4,Customer,15,8.794039015,Savings,Afternoon,0
PAYMENT,Estados Unidos,14956.56,60268.0,45321.44,0.0,0.0,Merchant,13,6.798842202,Savings,Night,1
TRANSFER,Nigeria,162038.0,945247.78,783209.78,0.0,162038.0,Customer,16,8.446502693,Current,Night,0
CASH_IN,Peru,341884.94,819239.69,1161124.63,0.0,0.0,Self,9,6.153201292,Savings,Night,0
PAYMENT,Francia,2147.21,101336.0,99188.79,1663260.0,1665407.21,Merchant,18,1.751010585,Savings,Morning,0
PAYMENT,Republica Dominicana,2739.8,11383.0,8653.2,0.0,0.0,Merchant,14,1.358166351,Current,Afternoon,1
CASH_IN,Nicaragua,197165.91,5534840.03,5732005.94,0.0,0.0,Self,6,8.232662683,Current,Afternoon,0
TRANSFER,Francia,2107293.71,2130793.0,23499.29,8860846.16,10968139.87,Customer,11,0.942439344,Savings,Afternoon,0
PAYMENT,Reino Unido,3533.32,38211.0,34677.68,999083.0,1002616.32,Merchant,4,2.076107851,Savings,Night,0
PAYMENT,Francia,2635.06,18331.0,15695.94,909037.0,911672.06,Merchant,12,1.352556665,Savings,Afternoon,0
CASH_OUT,Francia,267148.82,435706.0,168557.18,0.0,0.0,Self,1,6.136906238,Savings,Morning,0
PAYMENT,India,8158.24,8667.33,509.09,1279631.0,1287789.24,Merchant,12,2.957260877,Savings,Morning,0
PAYMENT,Mexico,9714.23,30912.0,21197.77,573439.0,583153.23,Merchant,17,2.400812756,Current,Morning,0
PAYMENT,Republica Dominicana,4187.93,29903.0,25715.07,1224062.0,1228249.93,Merchant,14,5.904844938,Current,Morning,0
CASH_IN,Estados Unidos,259049.85,2611623.56,2870673.41,0.0,0.0,Self,7,1.820135905,Savings,Morning,0
PAYMENT,Filipinas,35758.01,206419.0,170670.99,0.0,0.0,Merchant,5,0.4049501617,Current,Afternoon,1
CASH_IN,Italia,416366.53,5098094.27,5514460.8,0.0,0.0,Self,9,8.918140132,Current,Night,0
PAYMENT,Panama,1550.75,91303.0,89752.25,1827280.0,1828830.75,Merchant,12,1.118480683,Savings,Night,0
CASH_IN,Noruega,182036.49,3540110.85,3722147.34,0.0,0.0,Self,14,1.896342036,Savings,Morning,0
CREDIT,Paises Bajos,3179.7,124703.85,127883.55,20767.0,17587.3,Customer,12,0.194773178,Savings,Afternoon,0
PAYMENT,Italia,21820.68,0.0,0.0,0.0,0.0,Merchant,19,1.913991978,Savings,Night,1
CASH_IN,Arabia Saudi,51437.6,8575072.39,8626509.99,0.0,0.0,Self,9,4.509373988,Current,Afternoon,0
CASH_IN,Estados Unidos,69916.1,3524672.83,3594588.93,0.0,0.0,Self,13,1.387652366,Savings,Morning,0
TRANSFER,Honduras,171092.94,181083.0,9990.06,29506.58,200599.52,Customer,9,8.03390791,Savings,Morning,0
CASH_IN,China,302756.57,670095.0,972851.57,0.0,0.0,Self,10,7.912432669,Savings,Morning,0
PAYMENT,Republica Dominicana,8543.51,14942.0,6398.49,403608.0,412151.51,Merchant,14,2.461438441,Savings,Afternoon,0
PAYMENT,Estados Unidos,27004.28,196559.22,169554.94,533250.0,560254.28,Merchant,12,0.552441451,Current,Morning,0
CASH_IN,Estados Unidos,310052.3,2297431.15,2607483.45,0.0,0.0,Self,9,7.308283541,Savings,Night,0
CASH_OUT,Uruguay,159316.78,1142984.0,983667.22,0.0,0.0,Self,1,2.570942974,Current,Afternoon,0
PAYMENT,Panama,6869.52,18508.0,11638.48,394405.0,401274.52,Merchant,3,1.355622832,Savings,Afternoon,0
CASH_IN,Estados Unidos,373377.64,453664.64,827042.28,0.0,0.0,Self,9,0.649662334,Current,Afternoon,0
PAYMENT,Ucrania,1599.64,5062.0,3462.36,343579.0,345178.64,Merchant,8,6.704498423,Savings,Morning,0
CREDIT,Tailandia,4651.67,35210.0,39861.67,50204.54,45552.87,Customer,1,2.515590904,Savings,Night,0
PAYMENT,Austria,30221.72,248387.82,218166.1,442729.0,472950.72,Merchant,6,3.436857442,Savings,Afternoon,0
TRANSFER,Tailandia,104087.72,904109.0,800021.28,51533.0,155620.72,Customer,15,1.336070544,Savings,Afternoon,0
PAYMENT,Estados Unidos,3446.28,489437.08,485990.8,1997899.0,2001345.28,Merchant,18,5.27627953,Savings,Morning,0
PAYMENT,Australia,2890.81,78056.0,75165.19,848492.0,851382.81,Merchant,13,4.191907669,Savings,Afternoon,0
CASH_OUT,Egipto,48145.49,1386031.0,1337885.51,0.0,0.0,Self,7,7.867131116,Savings,Night,0
CASH_IN,Alemania,256430.45,3152579.73,3409010.18,0.0,0.0,Self,4,8.461876731,Current,Morning,0
PAYMENT,Chile,4104.55,5865.0,1760.45,1868415.0,1872519.55,Merchant,13,8.526053934,Savings,Morning,0
CASH_IN,Irlanda,130597.52,474455.0,605052.52,0.0,0.0,Self,12,5.7309091,Current,Morning,0
PAYMENT,Francia,27018.5,219103.0,192084.5,1769436.0,1796454.5,Merchant,10,8.113342622,Current,Night,0
PAYMENT,Honduras,17770.7,25395.29,7624.59,956189.0,973959.7,Merchant,16,2.903755786,Current,Night,0
PAYMENT,El Salvador,12157.95,1077117.0,1064959.05,980498.0,992655.95,Merchant,3,0.548318146,Current,Morning,0
PAYMENT,Guatemala,2391.38,38902.0,36510.62,221822.0,224213.38,Merchant,12,8.934635042,Current,Morning,0
PAYMENT,Francia,698.41,11382.0,10683.59,1282617.0,1283315.41,Merchant,14,5.353140936,Current,Afternoon,0
PAYMENT,El Salvador,6735.16,7640.28,905.12,360706.0,367441.16,Merchant,11,5.076400673,Current,Night,0
CASH_OUT,Uzbekistan,41924.75,0.0,0.0,132870.39,32092.07,Self,1,5.969136049,Savings,Night,1
CREDIT,Estados Unidos,1970.73,91622.99,93593.72,51251.0,49280.27,Customer,16,4.253861719,Savings,Morning,0
CASH_IN,Polonia,201937.2,3452753.76,3654690.96,0.0,0.0,Self,18,0.736903934,Savings,Night,0
CASH_IN,Brasil,270.78,4184966.65,4185237.43,0.0,0.0,Self,10,0.629987969,Savings,Night,0
CASH_OUT,Estados Unidos,614317.64,1222786.0,608468.36,0.0,0.0,Self,6,1.829119245,Savings,Night,0
CASH_IN,Austria,85917.73,8185194.94,8271112.67,0.0,0.0,Self,10,0.850206254,Savings,Afternoon,0
CASH_OUT,Francia,357427.06,1520658.0,1163230.94,0.0,0.0,Self,11,5.889592877,Savings,Morning,0
CREDIT,Espana,1672.55,50419.0,52091.55,381890.69,380218.14,Customer,7,2.87243354,Savings,Morning,0
PAYMENT,Cuba,8716.47,16422.0,7705.53,980172.0,988888.47,Merchant,19,6.24161976,Savings,Night,0
PAYMENT,Estados Unidos,2694.66,6962.0,4267.34,953982.0,956676.66,Merchant,4,7.335002438,Current,Afternoon,0
PAYMENT,Estados Unidos,2211.07,19372.0,17160.93,1665499.0,1667710.07,Merchant,13,0.017596076,Savings,Afternoon,0
PAYMENT,Republica Dominicana,21.49,1265.0,1243.51,812413.0,812434.49,Merchant,17,2.641968123,Savings,Night,0
CASH_IN,Estados Unidos,9258.63,1985397.88,1994656.51,26405.84,17147.21,Self,19,3.545824485,Current,Afternoon,1
PAYMENT,Reino Unido,8782.48,21368.0,12585.52,381222.0,390004.48,Merchant,15,6.550446276,Savings,Afternoon,0
PAYMENT,Estados Unidos,2609.34,7025.0,4415.66,405756.0,408365.34,Merchant,9,3.59260514,Savings,Morning,0
PAYMENT,Republica Dominicana,332.52,12253.0,11920.48,1649969.0,1650301.52,Merchant,6,0.865576505,Savings,Night,0
PAYMENT,Italia,9160.94,18321.89,9160.95,1553609.0,1562769.94,Merchant,15,8.288129323,Savings,Afternoon,0
PAYMENT,Australia,7590.6,21212.0,13621.4,250284.0,257874.6,Merchant,15,6.57670268,Savings,Night,0
CASH_IN,Estados Unidos,124840.02,10200000.0,10324840.02,0.0,0.0,Self,8,2.092400849,Current,Afternoon,0
TRANSFER,Brasil,1174905.93,1506280.0,331374.07,4236145.54,5411051.47,Customer,15,0.3243595,Savings,Afternoon,0
CASH_IN,Indonesia,99657.13,4597727.16,4697384.29,0.0,0.0,Self,12,2.501097766,Savings,Afternoon,0
PAYMENT,Espana,13988.94,14488.0,499.06,1592876.0,1606864.94,Merchant,2,1.358828947,Savings,Morning,0
PAYMENT,Francia,6650.35,11723.0,5072.65,1735957.0,1742607.35,Merchant,19,1.813250443,Savings,Morning,0
TRANSFER,Cuba,103759.56,896663.0,792903.44,16800000.0,16903759.56,Customer,8,1.784194017,Current,Afternoon,0
PAYMENT,Francia,9261.94,16752.0,7490.06,1505872.0,1515133.94,Merchant,3,7.240899187,Current,Morning,0
CREDIT,Togo,9635.1,173069.0,182704.1,33111.63,23476.53,Customer,2,5.492253613,Savings,Night,0
TRANSFER,Brasil,356511.88,926235.0,569723.12,7289.2,363801.08,Customer,15,6.565974966,Current,Afternoon,0
PAYMENT,Francia,19481.86,20302.0,820.14,932221.0,951702.86,Merchant,19,5.225329579,Savings,Night,0
CASH_OUT,Francia,186125.39,348879.0,162753.61,0.0,0.0,Self,8,3.888839243,Current,Morning,0
CASH_OUT,Belgica,30095.32,1018723.0,988627.68,0.0,0.0,Self,20,6.968585785,Savings,Night,0
PAYMENT,Australia,11918.74,504572.0,492653.26,1706428.0,1718346.74,Merchant,20,5.401625999,Savings,Morning,0
CASH_OUT,Estados Unidos,71868.61,1446674.33,1374805.72,0.0,0.0,Self,11,5.690779638,Savings,Morning,0
PAYMENT,Reino Unido,5471.45,18759.22,13287.77,277421.0,282892.45,Merchant,8,0.104989143,Savings,Afternoon,0
TRANSFER,Suiza,498178.68,1955352.0,1457173.32,46204.7,544383.38,Customer,9,1.384356793,Savings,Night,0
CASH_IN,Brasil,203443.12,4100546.7,4303989.82,0.0,0.0,Self,5,4.418063861,Savings,Afternoon,0
PAYMENT,Reino Unido,2645.88,16461.0,13815.12,260914.0,263559.88,Merchant,20,6.866567268,Savings,Afternoon,0
CASH_IN,India,455846.84,9514853.25,9970700.09,0.0,0.0,Self,10,6.099719234,Current,Night,0
CASH_OUT,Mexico,4339.89,17897.0,13557.11,0.0,0.0,Self,10,6.578063505,Savings,Morning,0
CREDIT,Peru,6408.6,25457.0,31865.6,42900.67,36492.07,Customer,12,5.953302249,Current,Afternoon,0
TRANSFER,Corea del Sur,56471.48,312830.0,256358.52,104106.08,160577.56,Customer,5,1.903777741,Current,Morning,0
CASH_OUT,Australia,77276.07,1626892.0,1549615.93,0.0,0.0,Self,3,2.846147681,Savings,Afternoon,0
PAYMENT,Francia,2186.58,46265.0,44078.42,991902.0,994088.58,Merchant,18,0.626139839,Current,Morning,0
CASH_OUT,Estados Unidos,141289.74,906927.97,765638.23,0.0,0.0,Self,9,6.798558882,Savings,Morning,0
CASH_IN,Estados Unidos,144711.18,1726235.45,1870946.63,0.0,0.0,Self,10,1.017274111,Current,Afternoon,0
PAYMENT,Republica Democratica del Congo,449.26,40760.39,40311.13,829159.0,829608.26,Merchant,1,2.989514425,Savings,Morning,0
PAYMENT,Reino Unido,5480.96,379457.0,373976.04,1731683.0,1737163.96,Merchant,8,4.937146463,Savings,Morning,0
PAYMENT,Guatemala,661.43,14078.0,13416.57,1939345.0,1940006.43,Merchant,15,6.161359402,Savings,Afternoon,0
PAYMENT,Marruecos,1718.29,117811.0,116102.71,0.0,0.0,Merchant,6,6.521881185,Current,Afternoon,1
PAYMENT,Italia,2605.08,10313.0,7707.92,1495228.0,1497833.08,Merchant,11,2.264389451,Savings,Morning,0
TRANSFER,Italia,118365.47,1073902.0,955536.53,1771122.03,1889487.5,Customer,20,8.909040624,Savings,Morning,0
PAYMENT,Francia,5110.1,87259.46,82149.36,1397552.0,1402662.1,Merchant,12,4.790297414,Current,Night,0
CASH_OUT,Brasil,134024.22,1618763.37,1484739.15,0.0,0.0,Self,4,5.297299327,Current,Afternoon,0
CASH_OUT,Francia,178055.24,405603.0,227547.76,0.0,0.0,Self,17,2.464202916,Savings,Morning,0
CASH_OUT,Japan,512866.85,1642344.0,1129477.15,0.0,0.0,Self,12,2.217711092,Savings,Morning,0
CASH_IN,Hungria,120155.92,6523897.77,6644053.69,0.0,0.0,Self,15,6.284354388,Savings,Night,0
CASH_OUT,Mexico,228399.52,468987.0,240587.48,0.0,0.0,Self,4,2.759647961,Savings,Night,0
PAYMENT,Chile,1632.27,107095.0,105462.73,1100939.0,1102571.27,Merchant,9,3.575078539,Current,Morning,0
PAYMENT,Francia,21650.08,1103567.0,1081916.92,1767085.0,1788735.08,Merchant,7,5.03513226,Savings,Morning,0
TRANSFER,Estados Unidos,17320.91,17320.91,0.0,0.0,17320.91,Customer,19,6.811511502,Savings,Afternoon,0
PAYMENT,Indonesia,9204.89,1242962.0,1233757.11,1389561.0,1398765.89,Merchant,14,0.35649208,Savings,Morning,0
PAYMENT,Guatemala,4570.29,6881.97,2311.68,557185.0,561755.29,Merchant,17,7.645432168,Savings,Afternoon,0
CASH_IN,Cuba,107877.98,3976655.88,4084533.86,0.0,0.0,Self,19,1.539728338,Savings,Afternoon,0
PAYMENT,Reino Unido,6933.54,75734.0,68800.46,914549.0,921482.54,Merchant,18,8.972355114,Savings,Night,0
PAYMENT,Francia,2284.54,10666.0,8381.46,1941767.0,1944051.54,Merchant,6,6.825188681,Savings,Morning,0
CASH_IN,Argentina,135998.76,1913438.35,2049437.11,0.0,0.0,Self,7,0.264247712,Current,Morning,0
PAYMENT,Cuba,9213.89,11392.0,2178.11,731249.0,740462.89,Merchant,4,0.318725665,Current,Night,0
